context,from,to,weight
jeans-for-genes-day,paynexwang,MrsAnneTwist,1
nutrition-and-hydration-week-2018,georgina_comms,LancashireCare,1
cervical-cancer-prevention-week-2018,bcmhouston,BCMHouston_News,1
brain-awareness-week-2018,leolibrarian,GuerillaScience,1
brain-injury-week-2018,lissbee_cpsp,HeadwayUK,1
ovarian-cancer-awareness-month-2018,gnssfeed,NHSEngland,1
16-days-of-action-2018,nicoleferrie,dvrcv,1
eating-disorder-awareness-week-2018,davebdb,StopBullyingGov,1
dry-january-2018,jackiecurran1,31DOVER,1
nutrition-and-hydration-week-2018,mynameisandyj,BCUHB,1
dry-january-2018,peter_pne,kategarraway,1
ocd-awareness-week-2018,bplpz97,lwbean,1
brain-injury-week-2018,emmadon01,encephalitis,1
brain-awareness-week-2018,robinmartinpc,Baycrest,2
mnd-awareness-month-2018,catheri77148739,boltonhospice,1
carers-week-2018,janisrparks,mndassoc,1
16-days-of-action-2018,ccypvictoria,thewomens,1
brain-injury-week-2018,dissexpressam,HeadwaySuffolk,1
dry-january-2018,mrstbakingqueen,ChocTradingCo,1
experience-of-care-week-2018,nobismhealth,NYPBrooklyn,1
stress-awareness-day,ywimbleton,NHSEnglandLDN,1
16-days-of-action-2018,end2childabuse,GBVnet,1
16-days-of-action-2018,nottinghamcscp,WhiteRibbon_UK,1
16-days-of-action-2018,shirzay_msh,UN_Women,1
national-dyslexia-week-2018,cathygmit,MadeByDyslexia,1
nutrition-and-hydration-week-2018,iainmcintosh4,FEM_UK,1
nutrition-and-hydration-week-2018,lthtdietetics,LeedsChildren,1
brain-awareness-week-2018,drclaudiasantif,NIDAnews,1
brain-injury-week-2018,lilamie21,rdash_nhs,1
mental-health-awareness-week-2018,jlp131,NicolaCJeffery,1
epilepsy-awareness-purple-day-2018,gkilti,AlexisBortell,1
wear-purple-for-jia-2018,drdrsagar,VersusArthritis,1
brain-awareness-week-2018,sphealthmktg,LundbeckUS,1
mnd-awareness-month-2018,mndmanchester,NickGoldup1,1
cervical-cancer-prevention-week-2018,speak1882,samyarwood89,1
brain-awareness-week-2018,__recruitment__,ARUKnews,1
stress-awareness-day,playfulgilly,Edu_Broker,1
ocd-awareness-week-2018,jester_cosplay,lwbean,1
national-dyslexia-week-2018,dyslexiascotinv,readandspell,1
experience-of-care-week-2018,johnkirk316,UHBristolNHS,1
mental-health-awareness-week-2018,futuresscalper1,MetalHammer,1
cervical-cancer-prevention-week-2018,eileens_back,AntonellaUncens,1
elf-day,tonypickford68,NisaRetail,1
epilepsy-awareness-purple-day-2018,unknown9s,StNurseProject,1
brain-awareness-week-2018,nena55,WTeducation,1
ovarian-cancer-awareness-month-2018,kingallsauthor,TESAROBIO,3
elf-day,gardeningabs,thesovrangroup,1
stress-awareness-day,l_aylesworth,USFWS,1
nutrition-and-hydration-week-2018,mynameisandyj,SLHYork,1
carers-week-2018,andie_ellwood,ja54kki,1
epilepsy-awareness-purple-day-2018,lagarrah24,PueblaBronca,1
mental-health-awareness-week-2018,darkedgeuk,JamesMelville,1
16-days-of-action-2018,lani_tago,spc_cps,1
rare-disease-day-2018,saraemole,Batten_PSDL,1
time-to-talk-day-2018,adamjcauser,CFTrustYouth,1
carers-week-2018,jenkenward,CarersUK,2
brain-injury-week-2018,impubliclaw,NorthEastCoPPA,1
mens-health-week-2018,nwacpsg,VersusArthritis,1
ovarian-cancer-awareness-month-2018,milthorproger,BethFratesMD,1
mnd-awareness-month-2018,dsetters,MNDAEastSussex,3
carers-week-2018,awktort,Familywork123,1
carers-week-2018,stephen_d90,sunderlandcarer,1
mnd-awareness-month-2018,gemma__collins,Mrtompayne,1
jeans-for-genes-day,joannedavison54,MrsAnneTwist,1
eating-disorder-awareness-week-2018,ry_dorset,BeatEDSupport,1
dementia-action-week-2018,mason4233,WhoseShoes,1
rare-disease-day-2018,jorge_cossio,BoehringerSA,1
brain-injury-week-2018,jackiecdean,NWABIManchester,1
time-to-talk-day-2018,allchanges,2020Comms,1
dementia-action-week-2018,chtanuri,RareDementia,1
brain-injury-week-2018,rachjm3,DannielleL90,1
brain-awareness-week-2018,xoxogossip_gale,BrainAppeal,1
eating-disorder-awareness-week-2018,stridedoc,roseflourishing,1
eating-disorder-awareness-week-2018,susanbrodie_221,therecoverygap,1
mens-health-week-2018,lipiddoc,TheFHFoundation,1
jeans-for-genes-day,helloitsmesofia,MrsAnneTwist,1
epilepsy-awareness-purple-day-2018,bjamesosi,PeirceCollege,1
national-dementia-carers-2018,angishep,CareQualityComm,1
dry-january-2018,p_beckett,ChocTradingCo,1
wear-purple-for-jia-2018,ianmwelsh,VersusArthritis,1
mens-health-week-2018,mariesea7,TheFHFoundation,1
rare-disease-day-2018,teacherindigo,gadis,1
stress-awareness-day,charlot_summers,ICS_updates,1
ovarian-cancer-awareness-month-2018,laurentayloraje,FelicityBarrTV,1
wear-purple-for-jia-2018,welly564,em4680,1
jeans-for-genes-day,ftdtable,MrsAnneTwist,1
16-days-of-action-2018,alirezakhosh275,Ali1347Masod,1
nutrition-and-hydration-week-2018,janetbooklady,BSNA_UK,1
mens-health-week-2018,coolmentoring,MensHealthAMHF,1
16-days-of-action-2018,iangreenman,SWFireandRescue,2
rare-disease-day-2018,juslyn259,mandymcknight,1
rare-disease-day-2018,augustomuench,BoehringerSA,3
ovarian-cancer-awareness-month-2018,parentsnewsuk,TargetOvarian,1
experience-of-care-week-2018,winslow_mark,TerriSonger,4
time-to-talk-day-2018,terryelaineh1,2020Comms,1
elf-day,rebeccajane29,thesovrangroup,1
elf-day,ckitchensdevon,CreditonChamber,1
mnd-awareness-month-2018,mndmanchester,Helping_HandsUK,1
jeans-for-genes-day,skybluegrxe,MrsAnneTwist,1
epilepsy-awareness-purple-day-2018,cfaprogmex,Giovanni93rock,1
nutrition-and-hydration-week-2018,mynameisandyj,NorthumbriaNHS,1
stress-awareness-day,angietink,TerriIrwin,1
brain-injury-week-2018,headwaylincs,Roythornes_PI,1
mental-health-awareness-week-2018,isasule17,TreyGCarter,1
ocd-awareness-week-2018,attofpeople,lwbean,1
experience-of-care-week-2018,nurselillian,VCHResearch,1
16-days-of-action-2018,habiboud,UNFPASierraleon,1
dementia-action-week-2018,louisevennells,ExeterMed,1
mental-health-awareness-week-2018,adriana11911949,FamWellAll,1
cervical-cancer-prevention-week-2018,lindahalsey2,SGO_org,1
16-days-of-action-2018,elpolitologo10,antonioguterres,1
dry-january-2018,shell7619,31DOVER,1
dry-january-2018,stormtiger5,31DOVER,1
brain-injury-week-2018,headway_dundee,PI_Scotland,1
16-days-of-action-2018,weardenlouise,safelives_,1
brain-injury-week-2018,achanceforlife,cumpstonarchive,1
national-dyslexia-week-2018,hamraider,Jisc,1
jeans-for-genes-day,drdebd,MrsAnneTwist,1
jeans-for-genes-day,harrysmedicin_e,MrsAnneTwist,1
brain-awareness-week-2018,chelle_zzz,Dr_KarenLee,1
rare-disease-day-2018,avarenity,kdc,1
mnd-awareness-month-2018,jodarby1956,Vicky_100K4MNDA,1
rare-disease-day-2018,men_with_scad,rarediseaseday,1
brain-awareness-week-2018,patchprice,connor_lynes,1
eating-disorder-awareness-week-2018,elenadf75,NICEcomms,1
mental-health-awareness-week-2018,patriciasinglet,AlyseTobler,1
eating-disorder-awareness-week-2018,allisonpiper2,tc187,1
epilepsy-awareness-purple-day-2018,franksza1,MissJainaSolo,1
brain-injury-week-2018,krissyi0926,NRaynsford,1
eating-disorder-awareness-week-2018,jameslaja1,NCTcharity,1
16-days-of-action-2018,juntosporlavida,antonioguterres,1
epilepsy-awareness-purple-day-2018,bsyngap,mlweldon5,1
dementia-action-week-2018,thecurveslough,SloughCouncil,1
dementia-action-week-2018,labour_wales,BCUHB,1
stress-awareness-day,marg_nowaczyk,scottishbktrust,1
no-smoking-day-2018,rachael_stray,Rachael_Stray,1
carers-week-2018,annakennedy1,yorkiepuddings,1
eating-disorder-awareness-week-2018,anneenhs,YoungMindsUK,1
elf-day,charlybamf,IMINorgren,1
brain-injury-week-2018,headwaywearside,EMGSolicitors,1
experience-of-care-week-2018,iammrdjk,VM_Institute,1
mental-health-awareness-week-2018,alex_rae,JamesMelville,1
national-dyslexia-week-2018,tjamesness,GoLexia,1
brain-injury-week-2018,engcountrylife,TheFloofLady,1
wear-purple-for-jia-2018,jpaulg,Ed_Miliband,1
dry-january-2018,pampered90,ChocTradingCo,1
ocd-awareness-week-2018,6pksbpr5fbnce0s,lwbean,1
experience-of-care-week-2018,jessica_mshs,MtSinaiQueens,1
time-to-talk-day-2018,clintfandango,FreshPlusGroup,1
elf-day,smeuks,superfastSY,1
brain-awareness-week-2018,dana_fdn,Neurotweeps,1
ovarian-cancer-awareness-month-2018,fertilitypoddy,StylistMagazine,1
elf-day,audreyblissme,thesovrangroup,1
ocd-awareness-week-2018,moskitavivaowo,lwbean,1
ovarian-cancer-awareness-month-2018,natalienaaman,TargetOvarian,1
epilepsy-awareness-purple-day-2018,thesoulrisen,1UP_Girl,1
eating-disorder-awareness-week-2018,jeremiah_josep,NSPCC,1
national-dyslexia-week-2018,codereadnetwork,BarringtonStoke,1
nutrition-and-hydration-week-2018,mynameisandyj,CC_Care,1
national-dementia-carers-2018,wowpetition,alzheimerssoc,3
eating-disorder-awareness-week-2018,kyle2umental,zodiacreverie,1
nutrition-and-hydration-week-2018,mynameisandyj,bigpickle84,1
national-dyslexia-week-2018,mjmblanton,TheLifeDyslexic,1
elf-day,eternalspline,VJLoops,1
dry-january-2018,vanessaahiggins,anne_conolly,1
16-days-of-action-2018,jennyejlak,genderequityvic,1
stress-awareness-day,richbayley80,OneMinuteBriefs,1
stress-awareness-day,shaunalee32,heads_together,1
mental-health-awareness-week-2018,lukesxcuddles,JamesMelville,1
ovarian-cancer-awareness-month-2018,saffiepom92,NHSEngland,1
16-days-of-action-2018,djritu1,UN_Women,1
national-dyslexia-week-2018,autismpeterboro,NHSuk,1
brain-awareness-week-2018,terber12,JBaker31826004,1
16-days-of-action-2018,askwinifred,ComfortMussa,1
wear-purple-for-jia-2018,medwaygirl74,Ed_Miliband,1
mnd-awareness-month-2018,helen2204,RunMND,1
epilepsy-awareness-purple-day-2018,__artie__,DeirdreBlagg,1
dry-january-2018,saintdusty,chesterdotcom,1
eating-disorder-awareness-week-2018,sistermog,StudentMindsOrg,1
brain-injury-week-2018,wildseawitch,TrulyRoo,1
16-days-of-action-2018,veggirlq,Ali1347Masod,1
16-days-of-action-2018,traceyleeoz,dvrcv,1
time-to-talk-day-2018,_auntye,PastorVictoria1,1
brain-awareness-week-2018,dr_zlocs,NeuroscienceNew,1
epilepsy-awareness-purple-day-2018,eileenross_20,OntarioNDP,1
epilepsy-awareness-purple-day-2018,coconut10177325,MentorSkywalker,1
epilepsy-awareness-purple-day-2018,andrewritchie18,himac_au,1
dry-january-2018,issy_van_rand,kategarraway,1
nutrition-and-hydration-week-2018,fishhydration,eileenobrienRD,1
brain-awareness-week-2018,seafoodoregon,Seafood4Health,1
nutrition-and-hydration-week-2018,rachel_sansbury,mynameisAndyJ,1
nutrition-and-hydration-week-2018,helencr12866349,EarleyTracy,1
elf-day,absummuggle,PCsDRAG0N,1
stress-awareness-day,angricciardelli,Lettera43,1
dry-january-2018,lauramoowho,duffball,1
eating-disorder-awareness-week-2018,jenkenward,YoungMindsUK,1
nutrition-and-hydration-week-2018,carongregory,EarleyTracy,1
cervical-cancer-prevention-week-2018,zuchanya,MayoCancerCare,1
dementia-action-week-2018,mrblanding,AvrilChaffeyPR,1
dry-january-2018,amydacre1,ChocTradingCo,1
16-days-of-action-2018,ni9ccbaxqgp1tu1,UN_Women,1
16-days-of-action-2018,ebridgeafr,UN_Women,1
epilepsy-awareness-purple-day-2018,garyetchells,Apparelicks,1
ocd-awareness-week-2018,cdiamante778,lwbean,1
ovarian-cancer-awareness-month-2018,jdsignaturesong,jdsignaturesong,1
jeans-for-genes-day,sofialopz_,MrsAnneTwist,1
brain-injury-week-2018,concervalimited,ColesMillerLLP,1
brain-awareness-week-2018,graficamedicina,AngelicaShaps,1
no-smoking-day-2018,cambs_lpc,HealthyPboro,1
epilepsy-awareness-purple-day-2018,mlawelshgirl,epilepsysparks,1
brain-awareness-week-2018,smousali1974,FrontiersIn,1
national-dyslexia-week-2018,missl_amos,thinkpix_suze,1
national-dementia-carers-2018,klcanolog,alzheimerssoc,1
eating-disorder-awareness-week-2018,carriemaisie,KelTC,1
ovarian-cancer-awareness-month-2018,thetiptoefairy,christystucker,1
rare-disease-day-2018,shumendeni,CoronadoRom,1
ocd-awareness-week-2018,fatinzainuri25,lwbean,1
brain-awareness-week-2018,mhs_appsych,neuroscience,1
rare-disease-day-2018,lasehrman,GOSHCharity,1
brain-awareness-week-2018,heartsraw,US_FDA,1
dementia-action-week-2018,abimags,VOGCouncil,1
time-to-talk-day-2018,triciaillsley,alexdaviespbts,1
experience-of-care-week-2018,nobismhealth,ctchildrens,1
ocd-awareness-week-2018,huffordkenzie,lwbean,1
national-dementia-carers-2018,shawchristyanne,alzheimerssoc,1
16-days-of-action-2018,maisygriffiths,Voices_Charity,1
epilepsy-awareness-purple-day-2018,takaskc,PurpleDayNagoya,1
national-dyslexia-week-2018,carriemaisie,Cambridge_DRC,1
nutrition-and-hydration-week-2018,colleenjones214,AnnNursingTimes,1
jeans-for-genes-day,staracademies,edengirlsWF,1
eating-disorder-awareness-week-2018,pikuumyy,PennyRed,1
time-to-talk-day-2018,thejemmar,MallyMukete,1
ocd-awareness-week-2018,eleanorrose2016,OCDUK,1
dry-january-2018,ryanp198310,31DOVER,1
cervical-cancer-prevention-week-2018,martinnyamai7,bendak2,1
dry-january-2018,biotechgirlokc,kelleybra,1
mental-health-awareness-week-2018,alwaysrachel934,JamesMelville,1
stress-awareness-day,telltheteacher,MindCharity,1
dry-january-2018,clem_c,MoralFibres,1
brain-awareness-week-2018,psychscientists,Neurotweeps,1
cervical-cancer-prevention-week-2018,stophpvcancer,Advaxis,1
mental-health-awareness-week-2018,kirstysmith98,JamesMelville,1
epilepsy-awareness-purple-day-2018,lapointelinda,karenmccrimmon,1
carers-week-2018,carersmatternfk,DementiaUK,1
dementia-action-week-2018,judycoach,LewyLady,1
jeans-for-genes-day,jowilson_ignite,ICTreverse,1
jeans-for-genes-day,loveactually92,MrsAnneTwist,1
brain-awareness-week-2018,rncat50,OldManStoneZone,1
carers-week-2018,catheineamanda,NHSEngland,1
brain-injury-week-2018,hsswyoungadults,HeadwaySSW,1
16-days-of-action-2018,lisamurph34,WhiteRibbon_UK,1
carers-week-2018,andie_ellwood,susandlove,1
elf-day,jpmarksdwp,KarenLeeDWP,1
time-to-talk-day-2018,acarole,The_UnSilent_,1
cervical-cancer-prevention-week-2018,gingerly21,MayoCancerCare,1
nutrition-and-hydration-week-2018,earleytracy,LthtrDietitians,1
dementia-action-week-2018,lavidaenigma,SteliosKiosses,1
jeans-for-genes-day,lorpattinson1,GreenwoodAcad,1
jeans-for-genes-day,mberryman36,bevheth,1
ocd-awareness-week-2018,pakistanmh,CarmenMcLeanPhD,1
rare-disease-day-2018,edicogenome,nversel,1
eating-disorder-awareness-week-2018,bbhorne,PennyRed,1
eating-disorder-awareness-week-2018,libdemshealth,normanlamb,1
national-dyslexia-week-2018,rashbrj,BPMorg_Scrutton,1
16-days-of-action-2018,mbhamlyn,thewomens,1
no-smoking-day-2018,gresportsandrec,HOSGreenwich,1
rare-disease-day-2018,maxinepatterson,NETCancerBlog,1
experience-of-care-week-2018,med_city_health,MedCNorthHills,1
mental-health-awareness-week-2018,scotthamilton79,JamesMelville,1
eating-disorder-awareness-week-2018,freedfromed,jamesldowns,1
brain-injury-week-2018,abilearning,cbituk,1
brain-awareness-week-2018,benjmce,APAPubPsychSvcs,1
nutrition-and-hydration-week-2018,lynnebrookes4,EmmaWiley16,1
ocd-awareness-week-2018,gaybyler,lwbean,1
wear-purple-for-jia-2018,jenniej95408140,NewWaltham,2
time-to-talk-day-2018,stoverphoto,The_UnSilent_,1
no-smoking-day-2018,andywright71,MidEssexCCG,1
mens-health-week-2018,gracelynnkung,BBCWales,1
ocd-awareness-week-2018,ilyexid,lwbean,1
nutrition-and-hydration-week-2018,kattstephens1,CarlaBowmann,1
brain-awareness-week-2018,dis_ct,FDATobacco,1
no-smoking-day-2018,hqsofla,FDATobacco,1
eating-disorder-awareness-week-2018,cwpt_simongilby,HopeVirgo,1
no-smoking-day-2018,solutions4h,smokefreelifeOx,1
eating-disorder-awareness-week-2018,beye_sarah,damiansmith85,1
jeans-for-genes-day,emmacowley_,Greenbankhotel,1
experience-of-care-week-2018,jessica_mshs,CarynSchwab,1
carers-week-2018,kingofgrump,HappyLittleHugh,1
no-smoking-day-2018,davidjohnskinn3,WestMidsFire,1
ovarian-cancer-awareness-month-2018,thrivevibes,BethFratesMD,1
nutrition-and-hydration-week-2018,mynameisandyj,LDPartnership,1
experience-of-care-week-2018,azalliancechcs,NOAHHELPS,1
nutrition-and-hydration-week-2018,cudietitians,CU_HLS,1
eating-disorder-awareness-week-2018,tanalore145,StopBullyingGov,1
brain-injury-week-2018,osborneslawyers,BenPosford1,2
national-dementia-carers-2018,wowpetition,DementiaUK,1
jeans-for-genes-day,pigscanflybaby,MrsAnneTwist,1
mental-health-awareness-week-2018,taleebomari,OKUNTAKINTE,1
dry-january-2018,dizzy_ti,ChocTradingCo,1
time-to-talk-day-2018,bmoseisley,WanDilliams,1
eating-disorder-awareness-week-2018,cl2n2,EmiForLove,1
brain-injury-week-2018,connor_lynes,ColesMillerLLP,1
elf-day,shaypclove,PCsDRAG0N,1
national-dementia-carers-2018,suelarter1,DementiaUK,1
mnd-awareness-month-2018,dancart26,Staceyk51,1
eating-disorder-awareness-week-2018,katiemckinney09,positivelyIaura,1
16-days-of-action-2018,annadjinn,EVAWuk,1
time-to-talk-day-2018,drjude_g,NHSEnglandNorth,1
ocd-awareness-week-2018,rachel__kay__22,lwbean,1
wear-purple-for-jia-2018,jen_preston1,JIA_NRAS,1
cervical-cancer-prevention-week-2018,lcs1122,NFCR,1
national-dyslexia-week-2018,andhaw,Jisc,1
ocd-awareness-week-2018,spartan_135,lwbean,1
ocd-awareness-week-2018,normalg_rl,lwbean,1
ocd-awareness-week-2018,astroco,lwbean,1
brain-injury-week-2018,pmneurophysio,NWABIManchester,1
eating-disorder-awareness-week-2018,kian_jarvis,beatED,1
experience-of-care-week-2018,punc14julie,clairejukesy,1
national-dementia-carers-2018,wirralmums,IrbyLibrary,1
ovarian-cancer-awareness-month-2018,johnsocial6,NHSEngland,1
elf-day,officialbedale,nfbBedale,1
national-dementia-carers-2018,angelahillery,CareQualityComm,1
jeans-for-genes-day,tammyy_x,MrsAnneTwist,1
stress-awareness-day,milliemelanson1,CrisisTextLine,1
16-days-of-action-2018,ashleyvisagie,dvrcv,1
mens-health-week-2018,johudso70108834,AlcoholChangeUK,1
mens-health-week-2018,veronicaeemlyn,ThriveAppsUK,1
brain-awareness-week-2018,freedomtank,marymorrissey,1
16-days-of-action-2018,sarah_pndj,UN_Women,2
mens-health-week-2018,ipadzorz,killianbyrne,1
eating-disorder-awareness-week-2018,psbmargo,AndreaBishopTV,1
elf-day,hwwilts,AWPNHS,1
cervical-cancer-prevention-week-2018,janednorris,uvahealthnews,1
rare-disease-day-2018,jwlawson57,JayRuderman,1
dry-january-2018,adrianrphillips,31DOVER,1
mental-health-awareness-week-2018,blueskyssun,Agenda_alliance,1
cervical-cancer-prevention-week-2018,doncaster_uk,rdash_nhs,1
16-days-of-action-2018,janelleweissman,phumzileunwomen,1
elf-day,susidemi93,PCsDRAG0N,1
nutrition-and-hydration-week-2018,mynameisandyj,SpriggsNutri,1
dementia-action-week-2018,clarriots,mac_cancerinfo,1
brain-awareness-week-2018,zeballoscharo,brainfilmfest,1
experience-of-care-week-2018,negusjennie,JulesLewis6,1
epilepsy-awareness-purple-day-2018,ebyzio,Elizabeth_Ann_M,1
16-days-of-action-2018,siobhra,GlobalWS_NUIG,1
elf-day,alzsocnwengland,Flaketweet,1
national-dementia-carers-2018,howford1,alzheimerssoc,1
rare-disease-day-2018,weralldisabled,RareDiseases,1
brain-awareness-week-2018,lmcclend,LundbeckUS,1
wear-purple-for-jia-2018,samjc1976,VersusArthritis,1
mental-health-awareness-week-2018,rachelspark2,JamesMelville,1
experience-of-care-week-2018,yepmypony,Parkridge_,1
national-dementia-carers-2018,oldhamdementia,alzheimerssoc,1
carers-week-2018,jenkenward,CarersLeeds,2
brain-awareness-week-2018,grabill,GuerillaScience,1
national-dementia-carers-2018,jppharm,alzheimerssoc,1
elf-day,cathmcgovern1,thesovrangroup,1
ocd-awareness-week-2018,flawinmycode,lwbean,1
nutrition-and-hydration-week-2018,mynameisandyj,CV_UHB,1
rare-disease-day-2018,nerdyguardians,changehattr,1
time-to-talk-day-2018,carmel_ic71,heads_together,1
16-days-of-action-2018,angelidm,UN_Women,1
mental-health-awareness-week-2018,fsjenner,MsMollyRachael,1
dry-january-2018,chesterhour,chesterdotcom,1
carers-week-2018,lesleybam24a,NorfolkYCForum,1
rare-disease-day-2018,roberto69272275,RVAwonk,1
cervical-cancer-prevention-week-2018,jas_athwal,RedbridgeLive,1
elf-day,angela_s_tweets,thesovrangroup,1
jeans-for-genes-day,keddy30,Frugi,1
ovarian-cancer-awareness-month-2018,andrew_salzzz,BethFratesMD,1
ovarian-cancer-awareness-month-2018,debannpod,NHSEngland,1
no-smoking-day-2018,hildapalmer,UNISON_HS,1
nutrition-and-hydration-week-2018,mynameisandyj,DrEleni,1
mental-health-awareness-week-2018,gack400,JamesMelville,1
time-to-talk-day-2018,pitcher_lise,HelpFaithHeal,2
no-smoking-day-2018,lesjacksonice,HealthySoT,1
rare-disease-day-2018,nala221b,IHearofSherlock,1
ocd-awareness-week-2018,moonlightener,lwbean,1
cervical-cancer-prevention-week-2018,spammymassey,samyarwood89,1
16-days-of-action-2018,amnesty_ihag,UN_Women,2
time-to-talk-day-2018,will_superkick,TheSportsman,1
mental-health-awareness-week-2018,shepaaard,JamesMelville,1
